run_id,timestamp,question_index,question,predicted_score,predicted_threads,baseline_concurrent,baseline_success,baseline_http_status,baseline_api_code,baseline_latency_ms,baseline_retries_used,baseline_agent_success_ratio,baseline_error,predict_concurrent,predict_success,predict_http_status,predict_api_code,predict_latency_ms,predict_retries_used,predict_agent_success_ratio,predict_error,success_delta,latency_delta_ms,predicted_threads_is_singleton_run,comparison_round_validity,comparison_round_invalid_reason
exp_20260404_190850_aff19141,2026-04-04T19:09:02,1,What are the top 5 most populous cities in the database?,1.0,1,1,1,200,200,6294.654,0,1.0,,1,1,200,200,5519.266,0,1.0,,0,-775.389,1,无效对比轮,预测并发整轮单一且与基线并发完全相同
exp_20260404_190850_aff19141,2026-04-04T19:09:22,2,List the bottom 3 countries by surface area.,1.0,1,1,1,200,200,10082.905,0,1.0,,1,1,200,200,9860.326,0,1.0,,0,-222.579,1,无效对比轮,预测并发整轮单一且与基线并发完全相同
exp_20260404_190850_aff19141,2026-04-04T19:09:32,3,Show the top 10 countries with the highest life expectancy.,1.0,1,1,1,200,200,5359.74,0,1.0,,1,1,200,200,4927.529,0,1.0,,0,-432.211,1,无效对比轮,预测并发整轮单一且与基线并发完全相同
exp_20260404_190850_aff19141,2026-04-04T19:10:18,4,Which 7 cities have the smallest populations in their respective countries?,1.0,1,1,1,200,200,15481.909,0,1.0,,1,1,200,200,29785.442,0,1.0,,0,14303.533,1,无效对比轮,预测并发整轮单一且与基线并发完全相同
exp_20260404_190850_aff19141,2026-04-04T19:10:35,5,What are the top 5 languages spoken in countries where Dutch is an official language?,1.0,1,1,1,200,200,9154.651,0,1.0,,1,1,200,200,7505.912,0,1.0,,0,-1648.739,1,无效对比轮,预测并发整轮单一且与基线并发完全相同
exp_20260404_190850_aff19141,2026-04-04T19:10:54,6,List the bottom 5 countries by GNP per capita (GNP/Population).,1.0,1,1,1,200,200,9412.023,0,1.0,,1,1,200,200,8853.768,0,1.0,,0,-558.256,1,无效对比轮,预测并发整轮单一且与基线并发完全相同
exp_20260404_190850_aff19141,2026-04-04T19:11:10,7,Show the top 3 countries with the largest population growth (Population / SurfaceArea ratio).,1.0,1,1,1,200,200,7753.012,0,1.0,,1,1,200,200,7736.383,0,1.0,,0,-16.629,1,无效对比轮,预测并发整轮单一且与基线并发完全相同
exp_20260404_190850_aff19141,2026-04-04T19:11:23,8,What are the 6 most populous cities in Asia?,1.0,1,1,1,200,200,6583.954,0,1.0,,1,1,200,200,6357.884,0,1.0,,0,-226.07,1,无效对比轮,预测并发整轮单一且与基线并发完全相同
exp_20260404_190850_aff19141,2026-04-04T19:11:35,9,List the bottom 4 countries with the lowest life expectancy.,1.0,1,1,1,200,200,6218.087,0,1.0,,1,1,200,200,5832.88,0,1.0,,0,-385.207,1,无效对比轮,预测并发整轮单一且与基线并发完全相同
exp_20260404_190850_aff19141,2026-04-04T19:11:50,10,Which 5 cities are located in countries with no recorded independence year?,1.0,1,1,1,200,200,7691.718,0,1.0,,1,1,200,200,7564.733,0,1.0,,0,-126.984,1,无效对比轮,预测并发整轮单一且与基线并发完全相同
exp_20260404_190850_aff19141,2026-04-04T19:12:07,11,What are the top 8 countries with the highest percentage of official languages?,1.0,1,1,1,200,200,8191.859,0,1.0,,1,1,200,200,7491.22,0,1.0,,0,-700.639,1,无效对比轮,预测并发整轮单一且与基线并发完全相同
exp_20260404_190850_aff19141,2026-04-04T19:12:25,12,Show the bottom 6 cities ranked by population within Europe.,1.0,1,1,1,200,200,10814.809,0,1.0,,1,1,200,200,7331.562,0,1.0,,0,-3483.247,1,无效对比轮,预测并发整轮单一且与基线并发完全相同
exp_20260404_190850_aff19141,2026-04-04T19:12:40,13,What are the top 5 countries with the greatest difference between GNP and GNPOld?,1.0,1,1,1,200,200,7372.968,0,1.0,,1,1,200,200,7780.314,0,1.0,,0,407.346,1,无效对比轮,预测并发整轮单一且与基线并发完全相同
exp_20260404_190850_aff19141,2026-04-04T19:13:09,14,List the 4 cities with the highest population in countries whose names start with A.,1.0,1,1,0,200,504,18056.077,1,0.0,agent failed,1,1,200,200,10926.88,0,1.0,,1,-7129.197,1,无效对比轮,预测并发整轮单一且与基线并发完全相同
exp_20260404_190850_aff19141,2026-04-04T19:13:21,15,Which 10 languages have the highest average percentage across all countries where they’re spoken?,1.0,1,1,1,200,200,5500.449,0,1.0,,1,1,200,200,5182.873,0,1.0,,0,-317.576,1,无效对比轮,预测并发整轮单一且与基线并发完全相同
exp_20260404_190850_aff19141,2026-04-04T19:13:37,16,What are the bottom 7 countries by population density (Population / SurfaceArea)?,1.0,1,1,1,200,200,8271.632,0,1.0,,1,1,200,200,7292.732,0,1.0,,0,-978.9,1,无效对比轮,预测并发整轮单一且与基线并发完全相同
exp_20260404_190850_aff19141,2026-04-04T19:13:52,17,Show the top 5 countries with the most official languages.,1.0,1,1,1,200,200,7744.254,0,1.0,,1,1,200,200,7658.452,0,1.0,,0,-85.802,1,无效对比轮,预测并发整轮单一且与基线并发完全相同
exp_20260404_190850_aff19141,2026-04-04T19:14:18,18,List the 3 cities with the largest populations in countries with Islamic Emirate government form.,1.0,1,1,0,200,504,17300.505,1,0.0,agent failed,1,1,200,200,8378.225,0,1.0,,1,-8922.279,1,无效对比轮,预测并发整轮单一且与基线并发完全相同
exp_20260404_190850_aff19141,2026-04-04T19:14:30,19,"What are the top 6 countries with the highest GNP but lowest life expectancy (ranked by GNP descending, life expectancy ascending)?",1.0,1,1,1,200,200,6491.471,0,1.0,,1,1,200,200,5536.027,0,1.0,,0,-955.444,1,无效对比轮,预测并发整轮单一且与基线并发完全相同
exp_20260404_190850_aff19141,2026-04-04T19:14:40,20,Which 8 cities lie in districts starting with Noord or Southern?,1.0,1,1,1,200,200,4932.609,0,1.0,,1,1,200,200,5010.529,0,1.0,,0,77.92,1,无效对比轮,预测并发整轮单一且与基线并发完全相同
exp_20260404_190850_aff19141,2026-04-04T19:14:56,21,What are the bottom 5 countries with the smallest surface area but largest population?,1.0,1,1,1,200,200,8636.067,0,1.0,,1,1,200,200,6332.348,0,1.0,,0,-2303.718,1,无效对比轮,预测并发整轮单一且与基线并发完全相同
exp_20260404_190850_aff19141,2026-04-04T19:15:09,22,Show the top 7 languages spoken in African countries.,1.0,1,1,1,200,200,6463.855,0,1.0,,1,1,200,200,6728.897,0,1.0,,0,265.042,1,无效对比轮,预测并发整轮单一且与基线并发完全相同
exp_20260404_190850_aff19141,2026-04-04T19:15:23,23,List the 5 countries with the highest percentage of English speakers among official languages.,1.0,1,1,1,200,200,6904.161,0,1.0,,1,1,200,200,6691.347,0,1.0,,0,-212.814,1,无效对比轮,预测并发整轮单一且与基线并发完全相同
exp_20260404_190850_aff19141,2026-04-04T19:15:40,24,What are the top 4 cities in countries where Papiamento is spoken?,1.0,1,1,1,200,200,8434.065,0,1.0,,1,1,200,200,8462.007,0,1.0,,0,27.943,1,无效对比轮,预测并发整轮单一且与基线并发完全相同
exp_20260404_190850_aff19141,2026-04-04T19:15:57,25,Which 6 countries have the most cities listed in the city table?,1.0,1,1,1,200,200,8362.041,0,1.0,,1,1,200,200,8229.79,0,1.0,,0,-132.251,1,无效对比轮,预测并发整轮单一且与基线并发完全相同
exp_20260404_190850_aff19141,2026-04-04T19:16:11,26,What are the bottom 3 countries with the highest GNP but no recorded GNPOld?,1.0,1,1,1,200,200,5496.954,0,1.0,,1,1,200,200,8380.158,0,1.0,,0,2883.205,1,无效对比轮,预测并发整轮单一且与基线并发完全相同
exp_20260404_190850_aff19141,2026-04-04T19:16:25,27,Show the top 5 countries with the longest head of state names.,1.0,1,1,1,200,200,6957.353,0,1.0,,1,1,200,200,6728.685,0,1.0,,0,-228.668,1,无效对比轮,预测并发整轮单一且与基线并发完全相同
exp_20260404_190850_aff19141,2026-04-04T19:16:36,28,"List the 7 cities with populations between 100,000 and 500,000, ordered by descending population.",1.0,1,1,1,200,200,5692.648,0,1.0,,1,1,200,200,5104.256,0,1.0,,0,-588.392,1,无效对比轮,预测并发整轮单一且与基线并发完全相同
exp_20260404_190850_aff19141,2026-04-04T19:16:47,29,What are the top 10 languages with the highest combined percentage across all countries?,1.0,1,1,1,200,200,5566.506,0,1.0,,1,1,200,200,4892.232,0,1.0,,0,-674.274,1,无效对比轮,预测并发整轮单一且与基线并发完全相同
exp_20260404_190850_aff19141,2026-04-04T19:17:11,30,Which 4 countries have the highest ratio of capital ID to population (Capital / Population)?,1.0,1,1,1,200,200,12209.516,0,1.0,,1,1,200,200,11948.392,0,1.0,,0,-261.124,1,无效对比轮,预测并发整轮单一且与基线并发完全相同
exp_20260404_190850_aff19141,2026-04-04T19:17:42,31,What are the bottom 6 countries where the local name differs most from the official name (by character count difference)?,1.0,1,1,1,200,200,12295.579,0,1.0,,1,1,200,200,18392.108,0,1.0,,0,6096.53,1,无效对比轮,预测并发整轮单一且与基线并发完全相同
exp_20260404_190850_aff19141,2026-04-04T19:17:57,32,Show the top 5 countries with the most languages spoken (regardless of official status).,1.0,1,1,1,200,200,6199.514,0,1.0,,1,1,200,200,8297.22,0,1.0,,0,2097.706,1,无效对比轮,预测并发整轮单一且与基线并发完全相同
exp_20260404_190850_aff19141,2026-04-04T19:18:13,33,List the 3 cities with the highest population in countries whose region contains “Caribbean”.,1.0,1,1,1,200,200,7928.356,0,1.0,,1,1,200,200,7315.242,0,1.0,,0,-613.113,1,无效对比轮,预测并发整轮单一且与基线并发完全相同
exp_20260404_190850_aff19141,2026-04-04T19:18:42,34,What are the top 8 countries with the highest average language percentage for non-official languages?,1.0,1,1,0,200,504,14733.154,1,0.0,agent failed,1,0,200,504,13909.038,1,0.0,agent failed,0,-824.116,1,无效对比轮,预测并发整轮单一且与基线并发完全相同
exp_20260404_190850_aff19141,2026-04-04T19:18:57,35,Which 5 countries have the greatest absolute difference between LifeExpectancy and 70?,1.0,1,1,1,200,200,7191.36,0,1.0,,1,1,200,200,7161.423,0,1.0,,0,-29.938,1,无效对比轮,预测并发整轮单一且与基线并发完全相同
exp_20260404_190850_aff19141,2026-04-04T19:19:12,36,What are the bottom 4 cities by population in countries with government form “Republic”?,1.0,1,1,1,200,200,7462.471,0,1.0,,1,1,200,200,7285.657,0,1.0,,0,-176.814,1,无效对比轮,预测并发整轮单一且与基线并发完全相同
exp_20260404_190850_aff19141,2026-04-04T19:19:32,37,Show the top 6 countries with the highest GNP per square kilometer (GNP / SurfaceArea).,1.0,1,1,1,200,200,9943.885,0,1.0,,1,1,200,200,10237.744,0,1.0,,0,293.859,1,无效对比轮,预测并发整轮单一且与基线并发完全相同
exp_20260404_190850_aff19141,2026-04-04T19:19:57,38,List the 5 languages spoken in the most number of distinct countries.,1.0,1,1,0,200,504,16810.622,1,0.0,agent failed,1,1,200,200,7684.478,0,1.0,,1,-9126.143,1,无效对比轮,预测并发整轮单一且与基线并发完全相同
exp_20260404_190850_aff19141,2026-04-04T19:20:21,39,What are the top 7 cities in countries with independence year after 1900?,1.0,1,1,0,200,504,16480.087,1,0.0,agent failed,1,1,200,200,8057.439,0,1.0,,1,-8422.647,1,无效对比轮,预测并发整轮单一且与基线并发完全相同
exp_20260404_190850_aff19141,2026-04-04T19:20:51,40,Which 3 countries have the highest combined population of their top 2 most populous cities?,1.0,1,1,0,200,504,18856.59,1,0.0,agent failed,1,1,200,200,10577.498,0,1.0,,1,-8279.092,1,无效对比轮,预测并发整轮单一且与基线并发完全相同
exp_20260404_190850_aff19141,2026-04-04T19:21:04,41,What are the bottom 5 countries with the smallest surface area and no recorded independence year?,1.0,1,1,0,500,,6319.607,,,HTTPError: HTTP Error 500: Internal Server Error,1,0,500,,6460.202,,,HTTPError: HTTP Error 500: Internal Server Error,0,140.595,1,无效对比轮,预测并发整轮单一且与基线并发完全相同
exp_20260404_190850_aff19141,2026-04-04T19:21:15,42,Show the top 4 languages with the highest maximum percentage in any single country.,1.0,1,1,1,200,200,5538.021,0,1.0,,1,1,200,200,4975.498,0,1.0,,0,-562.523,1,无效对比轮,预测并发整轮单一且与基线并发完全相同
exp_20260404_190850_aff19141,2026-04-04T19:21:31,43,"List the 6 cities with names containing “-e-” and populations over 100,000.",1.0,1,1,1,200,200,9450.012,0,1.0,,1,1,200,200,6081.556,0,1.0,,0,-3368.456,1,无效对比轮,预测并发整轮单一且与基线并发完全相同
exp_20260404_190850_aff19141,2026-04-04T19:21:47,44,What are the top 5 countries with the highest number of non-official languages?,1.0,1,1,1,200,200,8202.519,0,1.0,,1,1,200,200,7526.39,0,1.0,,0,-676.129,1,无效对比轮,预测并发整轮单一且与基线并发完全相同
exp_20260404_190850_aff19141,2026-04-04T19:22:01,45,Which 8 countries have the largest absolute gap between GNP and GNPOld (excluding NaNs)?,1.0,1,1,1,200,200,7342.856,0,1.0,,1,1,200,200,6671.53,0,1.0,,0,-671.327,1,无效对比轮,预测并发整轮单一且与基线并发完全相同
exp_20260404_190850_aff19141,2026-04-04T19:22:17,46,What are the bottom 3 cities in North America by population?,1.0,1,1,1,200,200,7793.238,0,1.0,,1,1,200,200,7500.08,0,1.0,,0,-293.158,1,无效对比轮,预测并发整轮单一且与基线并发完全相同
exp_20260404_190850_aff19141,2026-04-04T19:22:36,47,Show the top 5 countries with the highest ratio of Population to IndepYear (for countries with valid IndepYear).,1.0,1,1,1,200,200,9817.305,0,1.0,,1,1,200,200,8949.0,0,1.0,,0,-868.304,1,无效对比轮,预测并发整轮单一且与基线并发完全相同
exp_20260404_190850_aff19141,2026-04-04T19:22:50,48,List the 4 cities whose district names match a country’s region field exactly.,1.0,1,1,1,200,200,6742.883,0,1.0,,1,1,200,200,7439.072,0,1.0,,0,696.19,1,无效对比轮,预测并发整轮单一且与基线并发完全相同
exp_20260404_190850_aff19141,2026-04-04T19:23:06,49,What are the top 6 countries with the most balanced language distribution (lowest standard deviation of language percentages)?,1.0,1,1,1,200,200,7479.112,0,1.0,,1,1,200,200,8125.904,0,1.0,,0,646.792,1,无效对比轮,预测并发整轮单一且与基线并发完全相同
exp_20260404_190850_aff19141,2026-04-04T19:23:24,50,Which 7 countries have the highest number of cities where the city name matches the country’s local name?,1.0,1,1,1,200,200,8749.932,0,1.0,,1,1,200,200,8746.799,0,1.0,,0,-3.133,1,无效对比轮,预测并发整轮单一且与基线并发完全相同
